,Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Unnamed: 11
28,Mihusan Hamid (Mald),2019-2019,1,1,0,0,0,0,0,0,0.0,
29,Mirza Ahsan (Aut),2019-2019,5,5,0,0,0,0,0,0,0.0,
30,Mohamed Arief (MAL),2019-2019,5,5,0,0,0,0,0,0,0.0,
31,Mohameed Taiwo (NGA),2019-2019,2,2,0,0,0,0,0,0,0.0,
32,Mohammad Adnan (Saudi),2019-2019,5,5,0,0,0,0,0,0,0.0,
33,Mohammad Ahsan (KUW),2019-2019,6,6,0,0,0,0,0,0,0.0,
34,Mohammad Amin (KUW),2019-2019,4,4,0,0,0,0,0,0,0.0,
35,Mohammad Hasnain (PAK),2019-2019,4,4,0,0,0,0,0,0,0.0,
36,Mohammad Iqbal (CAN),2008-2008,3,3,0,0,0,0,0,0,0.0,
37,Mohamed Mahfooz (Mald),2019-2019,11,11,0,0,0,0,0,0,0.0,
38,Mohammad Qazi (CAN),2008-2008,1,1,0,0,0,0,0,0,0.0,
39,Mohammad Rafique (BDESH),2006-2006,1,1,0,0,0,0,0,0,0.0,
40,Mohammad Shahid (BDESH),2016-2016,1,1,0,0,0,0,0,0,0.0,
41,Mohammed Shami (INDIA),2014-2019,8,8,0,0,0,0,0,0,0.0,
42,MR Montfort (CAN),2019-2019,1,1,0,0,0,0,0,0,0.0,
43,VV Morea (PNG),2015-2017,5,5,0,0,0,0,0,0,0.0,
44,A Morris (Caym),2019-2019,6,6,0,0,0,0,0,0,0.0,
45,JWN Moses (Botsw),2019-2019,3,3,0,0,0,0,0,0,0.0,
46,Mohsin Hub (Peru),2019-2019,4,4,0,0,0,0,0,0,0.0,
47,Muaviath Ganee (Mald),2019-2019,5,5,0,0,0,0,0,0,0.0,
48,Muhammad Hamayun (Saudi),2019-2019,4,4,0,0,0,0,0,0,0.0,
49,Muhammad Musa (PAK),2019-2019,1,1,0,0,0,0,0,0,0.0,
0,Muhammad Rafique (BAH),2019-2019,2,2,0,0,0,0,0,0,0.0,
1,Muhammed Shanil (UAE),2016-2016,1,1,0,0,0,0,0,0,0.0,
2,Muhammad Wafiq (MAL),2019-2019,4,4,0,0,0,0,0,0,0.0,
3,D Muhumuza (UGA),2019-2019,4,4,0,0,0,0,0,0,0.0,
4,Mukhtiar Singh (ESP),2019-2019,2,2,0,0,0,0,0,0,0.0,
5,Muktar Ali (BDESH),2016-2016,1,1,0,0,0,0,0,0,0.0,
6,FF Mulivai (Samoa),2019-2019,4,4,0,0,0,0,0,0,0.0,
7,T Mupariwa (ZIM),2007-2008,4,4,0,0,0,0,0,0,0.0,
8,S Murari (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
9,Musa Shaheen (DEN),2019-2019,1,1,0,0,0,0,0,0,0.0,
10,P Mustard (ENG),2008-2008,2,2,0,0,0,0,0,0,0.0,
11,F Mutizwa (ZIM),2011-2012,3,3,0,0,0,0,0,0,0.0,
12,Nadif Chowdhury (BDESH),2006-2007,3,3,0,0,0,0,0,0,0.0,
13,S Nadigotla (ROM),2019-2019,2,2,0,0,0,0,0,0,0.0,
14,Najeeb Amar (HKG),2014-2014,1,1,0,0,0,0,0,0,0.0,
15,A Nanda (LUX),2019-2019,3,3,0,0,0,0,0,0,0.0,
16,M Nandela (Mex),2019-2019,2,2,0,0,0,0,0,0,0.0,
17,A Nao (PNG),2017-2017,2,2,0,0,0,0,0,0,0.0,
18,Nasir Aziz (UAE),2015-2015,1,1,0,0,0,0,0,0,0.0,
19,Nasrulla Rana (HKG),2019-2019,8,8,0,0,0,0,0,0,0.0,
20,Nauman Anwar (PAK),2015-2015,1,1,0,0,0,0,0,0,0.0,
21,NH Naureen (ESP),2019-2019,1,1,0,0,0,0,0,0,0.0,
22,Naveen-ul-Haq (AFG),2019-2019,4,4,0,0,0,0,0,0,0.0,
23,Nawaf Ahmed (KUW),2019-2019,1,1,0,0,0,0,0,0,0.0,
24,Nazimuddin (BDESH),2007-2008,7,7,0,0,0,0,0,0,0.0,
25,Nazmul Hossain (BDESH),2009-2012,4,4,0,0,0,0,0,0,0.0,
26,Nazmus Sadat (BDESH),2006-2006,1,1,0,0,0,0,0,0,0.0,
27,R Neale (LUX),2019-2019,3,3,0,0,0,0,0,0,0.0,
28,S Nerandzic (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
29,R Ngarava (ZIM),2019-2019,1,1,0,0,0,0,0,0,0.0,
30,JO Ngoche (KENYA),2012-2013,7,7,0,0,0,0,0,0,0.0,
31,HM Nicholls (NZ),2016-2019,5,5,0,0,0,0,0,0,0.0,
32,D Nikolov (),2019-2019,3,3,0,0,0,0,0,0,0.0,
33,K Nima (BHU),2019-2019,1,1,0,0,0,0,0,0,0.0,
34,ML Nkala (ZIM),2006-2006,1,1,0,0,0,0,0,0,0.0,
35,F Nkhoma (MWI),2019-2019,4,4,0,0,0,0,0,0,0.0,
36,AA Noffke (AUS),2007-2008,2,2,0,0,0,0,0,0,0.0,
37,Noman Kamawi (Belg),2019-2019,1,1,0,0,0,0,0,0,0.0,
38,MJ North (AUS),2009-2009,1,1,0,0,0,0,0,0,0.0,
39,A Nortje (SA),2019-2019,1,1,0,0,0,0,0,0,0.0,
40,L Nou (PNG),2015-2015,3,3,0,0,0,0,0,0,0.0,
41,GM Ntambalika (MWI),2019-2019,3,3,0,0,0,0,0,0,0.0,
42,J Nyumbu (ZIM),2018-2018,2,2,0,0,0,0,0,0,0.0,
43,IE O'Brien (NZ),2009-2009,4,4,0,0,0,0,0,0,0.0,
44,NV Ojha (INDIA),2010-2010,2,2,0,0,0,0,0,0,0.0,
45,PJ Ongondo (KENYA),2007-2008,8,8,0,0,0,0,0,0,0.0,
46,LN Onyango (KENYA),2007-2010,5,5,0,0,0,0,0,0,0.0,
47,A Orfila (GIBR),2019-2019,1,1,0,0,0,0,0,0,0.0,
48,Ovais Yousof (NGA),2019-2019,3,3,0,0,0,0,0,0,0.0,
49,VS Padhaal (Fin),2019-2019,5,5,0,0,0,0,0,0,0.0,
0,BA Pai (GIBR),2019-2019,4,4,0,0,0,0,0,0,0.0,
1,RJG Palmer (JER),2019-2019,2,2,0,0,0,0,0,0,0.0,
2,MS Panesar (ENG),2007-2007,1,1,0,0,0,0,0,0,0.0,
3,BA Parchment (WI),2007-2007,1,1,0,0,0,0,0,0,0.0,
4,MA Parker (SCOT),2012-2012,2,2,0,0,0,0,0,0,0.0,
5,MW Parkinson (ENG),2019-2019,2,2,0,0,0,0,0,0,0.0,
6,Parvez Rasool (INDIA),2017-2017,1,1,0,0,0,0,0,0,0.0,
7,A Patel (MWI),2019-2019,2,2,0,0,0,0,0,0,0.0,
8,AY Patel (NZ),2018-2018,2,2,0,0,0,0,0,0,0.0,
9,M Patel (PNM),2019-2019,2,2,0,0,0,0,0,0,0.0,
10,M Patel (Chile),2019-2019,3,3,0,0,0,0,0,0,0.0,
11,MIA Patel (MWI),2019-2019,3,3,0,0,0,0,0,0,0.0,
12,MM Patel (INDIA),2011-2011,3,3,0,0,0,0,0,0,0.0,
13,TK Patel (USA),2019-2019,7,7,0,0,0,0,0,0,0.0,
14,N Pathan (THAI),2019-2019,4,4,0,0,0,0,0,0,0.0,
15,SS Pathirana (SL),2016-2017,5,5,0,0,0,0,0,0,0.0,
16,WA Peatfield (GUE),2019-2019,8,8,0,0,0,0,0,0,0.0,
17,MDK Perera (SL),2011-2011,3,3,0,0,0,0,0,0,0.0,
18,PDRL Perera (SL),2006-2006,2,2,0,0,0,0,0,0,0.0,
19,S Periyalwar (ROM),2019-2019,4,4,0,0,0,0,0,0,0.0,
20,V Permaul (WI),2018-2018,1,1,0,0,0,0,0,0,0.0,
21,AM Phangiso (SA),2012-2018,16,16,0,0,0,0,0,0,0.0,
22,T Phaswana (Botsw),2019-2019,1,1,0,0,0,0,0,0,0.0,
23,S Pillai (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
24,LA Pomersbach (AUS),2007-2007,1,1,0,0,0,0,0,0,0.0,
25,VRCF Poubel (),2019-2019,3,3,0,0,0,0,0,0,0.0,
26,H Pragji (Botsw),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,C Prasad (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
28,KTGD Prasad (SL),2011-2011,1,1,0,0,0,0,0,0,0.0,
29,D Pretorius (SA),2017-2019,6,6,0,0,0,0,0,0,0.0,
30,AG Prince (SA),2005-2005,1,1,0,0,0,0,0,0,0.0,
31,SMA Priyanjan (SL),2017-2017,3,3,0,0,0,0,0,0,0.0,
32,Qalandar Khan (QAT),2019-2019,4,4,0,0,0,0,0,0,0.0,
33,Qasim Zia (BAH),2019-2019,3,3,0,0,0,0,0,0,0.0,
34,Rafatullah Mohmand (PAK),2015-2015,3,3,0,0,0,0,0,0,0.0,
35,Rahman Ademi (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
36,P Raho (PNG),2016-2016,2,2,0,0,0,0,0,0,0.0,
37,EC Rainsford (ZIM),2010-2010,2,2,0,0,0,0,0,0,0.0,
38,PBB Rajapaksa (SL),2019-2019,5,5,0,0,0,0,0,0,0.0,
39,Raja Adeel (ESP),2019-2019,3,3,0,0,0,0,0,0,0.0,
40,CAK Rajitha (SL),2016-2019,10,10,0,0,0,0,0,0,0.0,
41,Rakibul Hasan (ITA),2019-2019,8,7,0,0,0,0,0,0,0.0,
42,RLB Rambukwella (SL),2013-2016,2,2,0,0,0,0,0,0,0.0,
43,Rameez Raja (2) (PAK),2011-2011,2,2,0,0,0,0,0,0,0.0,
44,SHA Rance (NZ),2017-2019,8,7,0,0,0,0,0,0,0.0,
45,DA Rankin (IRE),2015-2016,2,2,0,0,0,0,0,0,0.0,
46,RJ Ranpura (OMAN),2015-2016,3,2,0,0,0,0,0,0,0.0,
47,Rashid Khan (NEPAL),2019-2019,1,1,0,0,0,0,0,0,0.0,
48,KB Ratilal (PNM),2019-2019,3,3,0,0,0,0,0,0,0.0,
49,Ravinder Singh (MALTA),2019-2019,2,2,0,0,0,0,0,0,0.0,
0,Razmal Shigiwal (Aut),2019-2019,4,4,0,0,0,0,0,0,0.0,
1,NJ Reardon (AUS),2014-2014,2,2,0,0,0,0,0,0,0.0,
2,J Reb (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
3,Riazat Ali Shah (UGA),2019-2019,4,4,0,0,0,0,0,0,0.0,
4,ACL Richards (WI),2007-2007,1,1,0,0,0,0,0,0,0.0,
5,DM Richards (WI),2009-2009,1,1,0,0,0,0,0,0,0.0,
6,EB Ringera (KENYA),2019-2019,1,1,0,0,0,0,0,0,0.0,
7,R Rivas (Chile),2019-2019,3,3,0,0,0,0,0,0,0.0,
8,CP Rizwan (UAE),2019-2019,5,5,0,0,0,0,0,0,0.0,
9,Rizwan Mahmood (DEN),2019-2019,5,3,0,0,0,0,0,0,0.0,
10,WJR Robertson (JER),2019-2019,6,6,0,0,0,0,0,0,0.0,
11,Robiul Islam (BDESH),2013-2013,1,1,0,0,0,0,0,0,0.0,
12,GA Rogers (SCOT),2008-2009,2,2,0,0,0,0,0,0,0.0,
13,BJ Rohrer (AUS),2013-2013,1,1,0,0,0,0,0,0,0.0,
14,Rokhan Barakzai (AFG),2015-2015,3,3,0,0,0,0,0,0,0.0,
15,Rony Talukdar (BDESH),2015-2015,1,1,0,0,0,0,0,0,0.0,
16,JA Rudolph (SA),2006-2006,1,1,0,0,0,0,0,0,0.0,
17,SI Runsewe (NGA),2019-2019,6,6,0,0,0,0,0,0,0.0,
18,AK Sah (NEPAL),2018-2018,1,1,0,0,0,0,0,0,0.0,
19,TK Saha (Fin),2019-2019,4,4,0,0,0,0,0,0,0.0,
20,Sajid Liaqat (GER),2019-2019,2,2,0,0,0,0,0,0,0.0,
21,Sakib Hasan (Serb),2019-2019,2,2,0,0,0,0,0,0,0.0,
22,BA Sambo (Moz),2019-2019,2,2,0,0,0,0,0,0,0.0,
23,O Sam Arthur (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
24,Sandeep Sharma (INDIA),2015-2015,2,2,0,0,0,0,0,0,0.0,
25,Saqlain Ali (Belg),2019-2019,2,2,0,0,0,0,0,0,0.0,
26,Saqlain Sajib (BDESH),2016-2016,1,1,0,0,0,0,0,0,0.0,
27,Sarfaraz Ali (BAH),2019-2019,4,4,0,0,0,0,0,0,0.0,
28,R Satheesan (ROM),2019-2019,4,4,0,0,0,0,0,0,0.0,
29,JOP Scamans (Fin),2019-2019,2,2,0,0,0,0,0,0,0.0,
30,K Senamontree (THAI),2019-2019,2,2,0,0,0,0,0,0,0.0,
31,YSD Seneveratne (Caym),2019-2019,6,6,0,0,0,0,0,0,0.0,
32,M Sert (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
33,Shabbir Ahmed (PAK),2007-2007,1,1,0,0,0,0,0,0,0.0,
34,Shabir Noori (AFG),2012-2012,1,1,0,0,0,0,0,0,0.0,
35,L Shafeeg (Mald),2019-2019,3,3,0,0,0,0,0,0,0.0,
36,Shahadat Hossain (BDESH),2006-2013,6,6,0,0,0,0,0,0,0.0,
37,Shahbaz Badar (BAH),2019-2019,3,3,0,0,0,0,0,0,0.0,
38,Shahzad Muhammad (Mex),2019-2019,2,2,0,0,0,0,0,0,0.0,
39,Sharif Asadullah (UAE),2014-2014,1,1,0,0,0,0,0,0,0.0,
40,KV Sharma (INDIA),2014-2014,1,1,0,0,0,0,0,0,0.0,
41,R Sharma (INDIA),2012-2012,2,2,0,0,0,0,0,0,0.0,
42,ZK Shem (VAN),2019-2019,5,5,0,0,0,0,0,0,0.0,
43,Shoaib Gazi Hossain (Chile),2019-2019,4,4,0,0,0,0,0,0,0.0,
44,PM Siddle (AUS),2009-2010,2,2,0,0,0,0,0,0,0.0,
45,KM Silva (),2019-2019,3,3,0,0,0,0,0,0,0.0,
46,BA Simango (Moz),2019-2019,2,2,0,0,0,0,0,0,0.0,
47,LA Simango (Moz),2019-2019,3,3,0,0,0,0,0,0,0.0,
48,M Simmons (BMUDA),2019-2019,2,2,0,0,0,0,0,0,0.0,
49,Simranjit Singh (ITA),2019-2019,1,1,0,0,0,0,0,0,0.0,
0,MS Sinclair (NZ),2005-2007,2,2,0,0,0,0,0,0,0.0,
1,H Singh (GER),2019-2019,7,7,0,0,0,0,0,0,0.0,
2,S Singh (PHI),2019-2019,4,4,0,0,0,0,0,0,0.0,
3,S Singh (PORT),2019-2019,1,1,0,0,0,0,0,0,0.0,
4,JR Singleton (),2019-2019,3,3,0,0,0,0,0,0,0.0,
5,T Singye (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
6,RM Siri (Arg),2019-2019,4,4,0,0,0,0,0,0,0.0,
7,DC Smith (PHI),2019-2019,4,4,0,0,0,0,0,0,0.0,
8,OF Smith (WI),2018-2018,2,2,0,0,0,0,0,0,0.0,
9,RAJ Smith (SCOT),2019-2019,2,2,0,0,0,0,0,0,0.0,
10,Sohail Khan (PAK),2008-2017,5,5,0,0,0,0,0,0,0.0,
11,S Sohal (USA),2019-2019,3,3,0,0,0,0,0,0,0.0,
12,Soheel Hussain (Belg),2019-2019,1,1,0,0,0,0,0,0,0.0,
13,M Sohel Patel (PNM),2019-2019,2,2,0,0,0,0,0,0,0.0,
14,Sohrawordi Shuvo (BDESH),2010-2010,1,1,0,0,0,0,0,0,0.0,
15,S Sola (Samoa),2019-2019,4,4,0,0,0,0,0,0,0.0,
16,S Soosiyakumar (),2019-2019,1,1,0,0,0,0,0,0,0.0,
17,ES Soto (CRC),2019-2019,1,1,0,0,0,0,0,0,0.0,
18,M Spry (Peru),2019-2019,4,4,0,0,0,0,0,0,0.0,
19,BB Sran (INDIA),2016-2016,2,2,0,0,0,0,0,0,0.0,
20,L Sreekumar (UAE),2017-2017,1,1,0,0,0,0,0,0,0.0,
21,H Ssenyondo (UGA),2019-2019,4,4,0,0,0,0,0,0,0.0,
22,AJ Staal (NL),2019-2019,9,9,0,0,0,0,0,0,0.0,
23,B Stanlake (AUS),2017-2019,19,19,0,0,0,0,0,0,0.0,
24,AL Stephen (VAN),2019-2019,2,2,0,0,0,0,0,0,0.0,
25,BS Stephenson (Blz),2019-2019,3,3,0,0,0,0,0,0,0.0,
26,TJ Stephenson (Blz),2019-2019,1,1,0,0,0,0,0,0,0.0,
27,Suhail Sadiq (LUX),2019-2019,2,2,0,0,0,0,0,0,0.0,
28,Suhrid Roy (MALTA),2019-2019,1,1,0,0,0,0,0,0,0.0,
29,Sumair Khan (MALTA),2019-2019,1,1,0,0,0,0,0,0,0.0,
30,Suresh Kumar (Peru),2019-2019,2,2,0,0,0,0,0,0,0.0,
31,ZE Surkari (CAN),2008-2008,4,4,0,0,0,0,0,0,0.0,
32,MJ Swepson (AUS),2018-2018,1,1,0,0,0,0,0,0,0.0,
33,Syazrul Idrus (MAL),2019-2019,2,2,0,0,0,0,0,0,0.0,
34,Tafseer Ali (NOR),2019-2019,5,5,0,0,0,0,0,0,0.0,
35,Taijul Islam (BDESH),2019-2019,2,2,0,0,0,0,0,0,0.0,
36,Talha Khan (GER),2019-2019,1,1,0,0,0,0,0,0,0.0,
37,Tanvir Ahmed (PAK),2010-2010,1,1,0,0,0,0,0,0,0.0,
38,Tariq Aziz (PORT),2019-2019,4,4,0,0,0,0,0,0,0.0,
39,Tarun Sharma (Mex),2019-2019,8,8,0,0,0,0,0,0,0.0,
40,R Telemachus (SA),2006-2007,3,3,0,0,0,0,0,0,0.0,
41,VE Tembo (Moz),2019-2019,6,5,0,0,0,0,0,0,0.0,
42,H Thaker (CAN),2019-2019,1,1,0,0,0,0,0,0,0.0,
43,J Thinley (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
44,AC Thomas (SA),2007-2007,1,1,0,0,0,0,0,0,0.0,
45,O Thomas (WI),2018-2019,10,10,0,0,0,0,0,0,0.0,
46,EP Thompson (NZ),2008-2008,1,1,0,0,0,0,0,0,0.0,
47,S Thuraisingam (CAN),2008-2008,3,3,0,0,0,0,0,0,0.0,
48,SF Tiai (Samoa),2019-2019,4,4,0,0,0,0,0,0,0.0,
49,BM Tickner (NZ),2019-2019,3,3,0,0,0,0,0,0,0.0,
0,CT Tremlett (ENG),2007-2007,1,1,0,0,0,0,0,0,0.0,
1,IJL Trott (ENG),2007-2010,7,7,0,0,0,0,0,0,0.0,
2,RJ Trott (BMUDA),2008-2019,15,15,0,0,0,0,0,0,0.0,
3,TE Tucker (BMUDA),2008-2008,1,1,0,0,0,0,0,0,0.0,
4,DR Tuffey (NZ),2005-2010,3,3,0,0,0,0,0,0,0.0,
5,T Turan (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
6,HER Tyler (PHI),2019-2019,2,2,0,0,0,0,0,0,0.0,
7,ML Udawatte (SL),2008-2017,8,8,0,0,0,0,0,0,0.0,
8,T Ulutuna (TKY),2019-2019,3,3,0,0,0,0,0,0,0.0,
9,R Ulutuna (TKY),2019-2019,4,4,0,0,0,0,0,0,0.0,
10,Umair Ali (UAE),2015-2015,3,3,0,0,0,0,0,0,0.0,
11,J Umanath (Mex),2019-2019,7,7,0,0,0,0,0,0,0.0,
12,Usman Mushtaq (UAE),2016-2016,3,3,0,0,0,0,0,0,0.0,
13,WPUJC Vaas (SL),2006-2007,6,6,0,0,0,0,0,0,0.0,
14,JJ van der Wath (SA),2006-2007,8,8,0,0,0,0,0,0,0.0,
15,VB van Jaarsveld (SA),2009-2009,3,3,0,0,0,0,0,0,0.0,
16,S Varathappan (KUW),2019-2019,3,3,0,0,0,0,0,0,0.0,
17,MP Vaughan (ENG),2005-2007,2,2,0,0,0,0,0,0,0.0,
18,G Venkateswaran (LUX),2019-2019,3,3,0,0,0,0,0,0,0.0,
19,JK Vifah (Ghana),2019-2019,3,3,0,0,0,0,0,0,0.0,
20,V Vijh (LUX),2019-2019,4,4,0,0,0,0,0,0,0.0,
21,Vikramjit Singh (NL),2019-2019,1,1,0,0,0,0,0,0,0.0,
22,DJ Vilas (SA),2012-2012,1,1,0,0,0,0,0,0,0.0,
23,TC Vine (ESP),2019-2019,6,6,0,0,0,0,0,0,0.0,
24,R Vishwanath (LUX),2019-2019,2,2,0,0,0,0,0,0,0.0,
25,C Vorster (GUE),2019-2019,1,1,0,0,0,0,0,0,0.0,
26,Walid Ghauri (NOR),2019-2019,4,4,0,0,0,0,0,0,0.0,
27,T Wangchuk jnr (BHU),2019-2019,2,2,0,0,0,0,0,0,0.0,
28,S Waqas Ahmed (NOR),2019-2019,5,5,0,0,0,0,0,0,0.0,
29,Waqas Khan (HKG),2014-2017,8,8,0,0,0,0,0,0,0.0,
30,Waqas Maqsood (PAK),2018-2018,1,1,0,0,0,0,0,0,0.0,
31,Waqas Raja (Fin),2019-2019,1,1,0,0,0,0,0,0,0.0,
32,I Wardlaw (SCOT),2013-2013,4,4,0,0,0,0,0,0,0.0,
33,Wasim Ali (OMAN),2019-2019,1,1,0,0,0,0,0,0,0.0,
34,SMK Waththage (CZK-R),2019-2019,5,5,0,0,0,0,0,0,0.0,
35,UWMBCA Welegedara (SL),2010-2010,2,2,0,0,0,0,0,0,0.0,
36,T Whiteman (LUX),2019-2019,4,4,0,0,0,0,0,0,0.0,
37,SG Whittingham (SCOT),2018-2018,3,3,0,0,0,0,0,0,0.0,
38,G Wijekoon (SL),2007-2007,3,3,0,0,0,0,0,0,0.0,
39,JW Wilson (NZ),2005-2005,1,1,0,0,0,0,0,0,0.0,
40,MA Wood (ENG),2015-2019,5,5,0,0,0,0,0,0,0.0,
41,Yamin Ahmadzai (AFG),2015-2015,2,2,0,0,0,0,0,0,0.0,
42,N Yordanov (),2019-2019,2,2,0,0,0,0,0,0,0.0,
43,Zain ul Tashnam (CRC),2019-2019,3,3,0,0,0,0,0,0,0.0,
44,Zakir Hasan (BDESH),2018-2018,1,1,0,0,0,0,0,0,0.0,
45,Zaki Ul Hassan (Belg),2019-2019,3,3,0,0,0,0,0,0,0.0,
46,Zamir Khan (AFG),2012-2012,1,1,0,0,0,0,0,0,0.0,
47,S Zargar (Mex),2019-2019,1,1,0,0,0,0,0,0,0.0,
48,Zeeshan Siddiqui (OMAN),2015-2015,5,5,0,0,0,0,0,0,0.0,
49,Zeshan Arif (Aut),2019-2019,4,4,0,0,0,0,0,0,0.0,
0,Ziaur Rahman (AFG),2019-2019,1,1,0,0,0,0,0,0,0.000,
1,Ziaur Rehman (Fin),2019-2019,1,1,0,0,0,0,0,0,0.000,
2,Zohaib Sarwar (PORT),2019-2019,4,4,0,0,0,0,0,0,0.000,
3,M Zondeki (SA),2006-2006,1,1,0,0,0,0,0,0,0.000,
4,GMC Mol (NL),2008-2008,1,-,-,-,-,-,-,-,-,
5,JD Schoonheim (NL),2008-2008,1,-,-,-,-,-,-,-,-,
