,Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 13
20,Bazid Khan (PAK),2004-2008,5,1,12,11,0,-,-,5.5,-,0,0,
21,CA Best (WI),1986-1992,24,2,19,12,0,-,-,3.78,-,0,0,
22,MI Black (WI),2001-2001,5,5,228,196,0,-,-,5.15,-,0,0,
23,J Blackwood (WI),2015-2015,2,1,18,16,0,-,-,5.33,-,0,0,
24,DL Blake (USA),2004-2004,1,1,6,7,0,-,-,7.0,-,0,0,
25,GH Bodi (SA),2007-2007,2,1,6,8,0,-,-,8.0,-,0,0,
26,DC Boon (AUS),1984-1995,181,7,82,86,0,-,-,6.29,-,0,0,
27,SG Borthwick (ENG),2011-2011,2,2,54,72,0,-,-,8.0,-,0,0,
28,T Bosch (SA),1992-1992,2,2,51,66,0,-,-,7.76,-,0,0,
29,JWHD Boteju (SL),1999-1999,2,2,102,113,0,-,-,6.64,-,0,0,
30,SA Britton (IRE),2009-2009,1,1,36,37,0,-,-,6.16,-,0,0,
31,BC Broad (ENG),1987-1988,34,1,6,6,0,-,-,6.0,-,0,0,
32,AD Brown (ENG),1996-2001,16,1,6,5,0,-,-,5.0,-,0,0,
33,CE Bulfin (NZ),1999-1999,4,3,102,109,0,-,-,6.41,-,0,0,
34,SF Burger (NAM),2003-2003,2,2,66,67,0,-,-,6.09,-,0,0,
35,JD Campbell (WI),2019-2019,6,1,6,13,0,-,-,13.0,-,0,0,
36,MA Carberry (ENG),2013-2014,6,1,6,12,0,-,-,12.0,-,0,0,
37,KED Carroll (IRE),2007-2007,6,1,6,8,0,-,-,8.0,-,0,0,
38,G Chapple (ENG),2006-2006,1,1,24,14,0,-,-,3.5,-,0,0,
39,J Charles (WI),2012-2016,48,1,5,12,0,-,-,14.4,-,0,0,
40,K Christie (HKG),2016-2016,1,1,6,18,0,-,-,18.0,-,0,0,
41,DB Close (ENG),1972-1972,3,1,18,21,0,-,-,7.0,-,0,0,
42,DJ Colley (AUS),1972-1972,1,1,66,72,0,-,-,6.54,-,0,0,
43,AN Connolly (AUS),1971-1971,1,1,64,62,0,-,-,5.81,-,0,0,
44,JJ Crowe (NZ),1983-1990,75,1,6,1,0,-,-,1.0,-,0,0,
45,CD Cumming (NZ),2003-2009,13,1,18,17,0,-,-,5.66,-,0,0,
46,GN de Silva (SL),1983-1985,4,4,194,169,0,-,-,5.22,-,0,0,
47,BJ Diamanti (NZ),2009-2009,1,1,12,25,0,-,-,12.5,-,0,0,
48,S Dube (INDIA),2019-2019,1,1,47,68,0,-,-,8.68,-,0,0,
49,N Dutta (CAN),2013-2013,1,1,36,31,0,-,-,5.16,-,0,0,
0,DD Ebrahim (ZIM),2001-2005,82,2,5,11,0,-,-,13.2,-,0,0,
1,BA Edgar (NZ),1978-1986,64,1,12,5,0,-,-,2.5,-,0,0,
2,WJ Edwards (AUS),1975-1975,1,1,1,0,0,-,-,0.0,-,0,0,
3,RR Emrit (WI),2007-2007,2,2,84,99,0,-,-,7.07,-,0,0,
4,MG Erasmus (NAM),2019-2019,5,3,96,65,0,-,-,4.06,-,0,0,
5,JJ Esmeijer (NL),2002-2003,6,6,228,208,0,-,-,5.47,-,0,0,
6,Fahim Muntasir (BDESH),2001-2002,3,3,169,111,0,-,-,3.94,-,0,0,
7,NH Fairbrother (ENG),1987-1999,75,1,6,9,0,-,-,9.0,-,0,0,
8,Faisal Iqbal (PAK),2000-2006,18,2,18,33,0,-,-,11.0,-,0,0,
9,Fayyaz Ahmed (UAE),2014-2016,3,3,162,121,0,-,-,4.48,-,0,0,
10,Fazl-e-Akbar (PAK),1998-2001,2,2,72,48,0,-,-,4.0,-,0,0,
11,Fazle Mahmud (BDESH),2018-2018,2,1,18,16,0,-,-,5.33,-,0,0,
12,AM Fernando (SL),2017-2017,1,1,12,22,0,-,-,11.0,-,0,0,
13,BOP Fernando (SL),2019-2019,6,1,12,16,0,-,-,8.0,-,0,0,
14,ADS Fletcher (WI),2008-2016,25,3,28,26,0,-,-,5.57,-,0,0,
15,A Flower (ZIM),1992-2003,213,2,30,23,0,-,-,4.6,-,0,0,
16,DR Flynn (NZ),2008-2012,20,3,24,25,0,-,-,6.25,-,0,0,
17,CR Foggo (BMUDA),2008-2008,4,1,1,2,0,-,-,12.0,-,0,0,
18,PJ Franks (ENG),2000-2000,1,1,54,48,0,-,-,5.33,-,0,0,
19,Frasat Ali (EAf),1975-1975,3,3,144,107,0,-,-,4.45,-,0,0,
20,G Gambhir (INDIA),2003-2013,147,1,6,13,0,-,-,13.0,-,0,0,
21,D Ganga (WI),1999-2006,35,1,1,4,0,-,-,24.0,-,0,0,
22,SP Gauchan (NEPAL),2018-2018,1,1,24,15,0,-,-,3.75,-,0,0,
23,TG Gordon (CAN),2011-2011,5,2,15,25,0,-,-,10.0,-,0,0,
24,DI Gower (ENG),1978-1991,114,2,5,14,0,-,-,16.8,-,0,0,
25,MJ Greatbatch (NZ),1988-1996,84,1,6,5,0,-,-,5.0,-,0,0,
26,FRMD Gunatilleke (SL),1979-1979,1,1,54,34,0,-,-,3.77,-,0,0,
27,Gurkeerat Singh (INDIA),2016-2016,3,3,60,68,0,-,-,6.8,-,0,0,
28,Hannan Sarkar (BDESH),2002-2004,20,1,3,13,0,-,-,26.0,-,0,0,
29,Hashmatullah Shahidi (AFG),2013-2019,39,2,18,25,0,-,-,8.33,-,0,0,
30,ML Hayden (AUS/ICC),1993-2008,161,1,6,18,0,-,-,18.0,-,0,0,
31,RL Hayes (NZ),1995-1995,1,1,42,31,0,-,-,4.42,-,0,0,
32,DL Haynes (WI),1978-1994,238,1,30,24,0,-,-,4.8,-,0,0,
33,C Hemraj (WI),2018-2018,6,1,7,9,0,-,-,7.71,-,0,0,
34,VR Hogg (ZIM),1983-1983,2,2,90,49,0,-,-,3.26,-,0,0,
35,DAW Hollis (BMUDA),2008-2008,1,1,42,43,0,-,-,6.14,-,0,0,
36,AC Hudson (SA),1991-1997,89,1,6,3,0,-,-,3.0,-,0,0,
37,KJ Hughes (AUS),1977-1985,97,1,1,4,0,-,-,24.0,-,0,0,
38,Hussain Talat (PAK),2019-2019,1,1,12,16,0,-,-,8.0,-,0,0,
39,EH Hutchinson (USA),2019-2019,4,3,78,82,0,-,-,6.3,-,0,0,
40,N Ifill (CAN),2003-2006,4,3,72,88,0,-,-,7.33,-,0,0,
41,CA Ingram (SA),2010-2013,31,1,6,17,0,-,-,17.0,-,0,0,
42,Irfan Fazil (PAK),2000-2000,1,1,36,46,0,-,-,7.66,-,0,0,
43,Irfan Sajid (UAE),2014-2014,1,1,30,23,0,-,-,4.6,-,0,0,
44,Ishtiaq Muhammad (HKG),2016-2016,1,1,18,24,0,-,-,8.0,-,0,0,
45,SS Iyer (INDIA),2017-2019,12,2,12,15,0,-,-,7.5,-,0,0,
46,Jahangir Alam Talukdar (BDESH),1990-1990,2,2,42,36,0,-,-,5.14,-,0,0,
47,Jamaluddin Ahmed (BDESH),2003-2003,1,1,24,28,0,-,-,7.0,-,0,0,
48,JA Jameson (ENG),1973-1975,3,1,12,3,0,-,-,1.5,-,0,0,
49,WS Jayantha (SL),2004-2004,17,6,55,46,0,-,-,5.01,-,0,0,
0,NGRP Jayasuriya (SL),2018-2018,2,2,96,95,0,-,-,5.93,-,0,0,
1,TJ Jenner (AUS),1975-1975,1,1,64,28,0,-,-,2.62,-,0,0,
2,Junaid Siddique (BDESH),2007-2011,54,2,12,13,0,-,-,6.5,-,0,0,
3,Kaleemullah (OMAN),2019-2019,3,3,90,84,0,-,-,5.6,-,0,0,
4,SMS Kaluperuma (SL),1988-1988,2,1,6,3,0,-,-,3.0,-,0,0,
5,AL Kandappah (CAN),2007-2007,2,1,1,4,0,-,-,24.0,-,0,0,
6,Karim Janat (AFG),2017-2017,1,1,24,31,0,-,-,7.75,-,0,0,
7,FDM Karunaratne (SL),2011-2019,28,2,16,18,0,-,-,6.75,-,0,0,
8,S Kaul (INDIA),2018-2018,3,3,162,179,0,-,-,6.62,-,0,0,
9,PHT Kaushal (SL),2015-2015,1,1,36,25,0,-,-,4.16,-,0,0,
10,JC Kent (SA),2002-2002,2,2,48,57,0,-,-,7.12,-,0,0,
11,AN Kervezee (NL),2006-2012,39,2,24,34,0,-,-,8.5,-,0,0,
12,S Keshvani (CAN),2009-2009,5,2,48,48,0,-,-,6.0,-,0,0,
13,G Kirsten (SA),1993-2003,185,3,30,23,0,-,-,4.6,-,0,0,
14,CKB Kulasekara (SL),2011-2012,4,4,78,80,0,-,-,6.15,-,0,0,
15,AJ Lamb (ENG),1982-1992,122,1,6,3,0,-,-,3.0,-,0,0,
16,CB Lambert (USA/WI),1990-2004,12,2,72,74,0,-,-,6.16,-,0,0,
17,JPR Lamsam (HKG),2004-2008,2,2,36,47,0,-,-,7.83,-,0,0,
18,W Larkins (ENG),1979-1991,25,2,15,22,0,-,-,8.8,-,0,0,
19,VVS Laxman (INDIA),1998-2006,86,4,42,40,0,-,-,5.71,-,0,0,
20,AL Logie (WI),1981-1993,158,4,24,18,0,-,-,4.5,-,0,0,
21,CH Lonsdale (BMUDA),2007-2007,1,1,12,19,0,-,-,9.5,-,0,0,
22,AGR Loudon (ENG),2006-2006,1,1,36,36,0,-,-,6.0,-,0,0,
23,AJ Mackay (ZIM),2001-2001,3,3,132,137,0,-,-,6.22,-,0,0,
24,ND McKenzie (SA),2000-2009,64,5,46,27,0,-,-,3.52,-,0,0,
25,RS Madugalle (SL),1979-1988,63,1,4,1,0,-,-,1.5,-,0,0,
26,Mafizur Rahman (BDESH),1997-1997,4,4,66,73,0,-,-,6.63,-,0,0,
27,RS Mahanama (SL),1986-1999,213,2,2,7,0,-,-,21.0,-,0,0,
28,GI Maiden (SCOT),2010-2011,7,1,48,38,0,-,-,4.75,-,0,0,
29,GT Main (SCOT),2019-2019,1,1,30,30,0,-,-,6.0,-,0,0,
30,AO Malhotra (INDIA),1982-1986,20,1,6,0,0,-,-,0.0,-,0,0,
31,Mansoor Rana (PAK),1990-1990,2,1,6,7,0,-,-,7.0,-,0,0,
32,Maqsood Rana (PAK),1990-1990,1,1,12,11,0,-,-,5.5,-,0,0,
33,I Maraj (CAN),2003-2003,6,1,27,22,0,-,-,4.88,-,0,0,
34,GR Marsh (AUS),1986-1992,117,1,6,4,0,-,-,4.0,-,0,0,
35,XM Marshall (USA/WI),2005-2019,33,2,9,6,0,-,-,4.0,-,0,0,
36,PS Masvaure (ZIM),2018-2018,2,1,18,19,0,-,-,6.33,-,0,0,
37,Mazharul Haque (BDESH),2002-2002,1,1,4,4,0,-,-,6.0,-,0,0,
38,Mazhar Hussain (UAE),1994-1996,7,2,48,60,0,-,-,7.5,-,0,0,
39,GJ McCarter (IRE),2014-2014,1,1,48,38,0,-,-,4.75,-,0,0,
40,Mehrab Hossain (BDESH),1998-2003,18,3,30,42,0,-,-,8.4,-,0,0,
41,MA Meman (ZIM),1987-1987,1,1,41,34,0,-,-,4.97,-,0,0,
42,BKG Mendis (SL),2016-2019,73,2,20,28,0,-,-,8.4,-,0,0,
43,Misbah-ul-Haq (PAK),2002-2015,162,1,24,30,0,-,-,7.5,-,0,0,
44,HS Modi (KENYA),1996-2006,63,4,19,27,0,-,-,8.52,-,0,0,
45,Mohammad Boota (UAE),2018-2019,9,1,12,10,0,-,-,5.0,-,0,0,
46,Mohammad Nadeem (OMAN),2019-2019,4,1,18,23,0,-,-,7.66,-,0,0,
47,JN Mohammed (WI),2011-2018,28,8,146,131,0,-,-,5.38,-,0,0,
48,Mohammed Siraj (INDIA),2019-2019,1,1,60,76,0,-,-,7.6,-,0,0,
49,PJK Mooney (IRE),2006-2007,4,4,87,100,0,-,-,6.89,-,0,0,
0,RS Morton (WI),2002-2010,56,1,6,2,0,-,-,2.0,-,0,0,
1,M Mulla (CAN),2007-2007,1,1,60,64,0,-,-,6.4,-,0,0,
2,CT Mumba (ZIM),2016-2017,2,2,62,67,0,-,-,6.48,-,0,0,
3,Munir Dar (HKG),2008-2008,2,2,108,89,0,-,-,4.94,-,0,0,
4,TK Musakanda (ZIM),2016-2018,15,1,12,11,0,-,-,5.5,-,0,0,
5,Mushtaq Mohammad (PAK),1973-1978,10,2,42,23,0,-,-,3.28,-,0,0,
6,Nadeem Khan (PAK),1993-1995,2,2,96,81,0,-,-,5.06,-,0,0,
7,Naeem Ahmed (PAK),1978-1978,1,1,60,43,0,-,-,4.3,-,0,0,
8,Naeem Ashraf (PAK),1995-1995,2,2,42,52,0,-,-,7.42,-,0,0,
9,Najaf Shah (PAK),2007-2007,1,1,60,59,0,-,-,5.9,-,0,0,
10,Najibullah Zadran (AFG),2012-2019,67,2,30,30,0,-,-,6.0,-,0,0,
11,Nasir Jamal (AFG),2014-2018,16,1,6,7,0,-,-,7.0,-,0,0,
12,Naved Latif (PAK),2001-2003,11,3,48,51,0,-,-,6.37,-,0,0,
13,AM Nayar (INDIA),2009-2009,3,1,18,17,0,-,-,5.66,-,0,0,
14,MJ North (AUS),2009-2009,2,1,18,16,0,-,-,5.33,-,0,0,
15,FN Otieno (KENYA),2010-2010,4,1,6,2,0,-,-,2.0,-,0,0,
16,KO Otieno (KENYA),1996-2009,90,1,6,5,0,-,-,5.0,-,0,0,
17,C Overton (ENG),2018-2018,1,1,42,55,0,-,-,7.85,-,0,0,
18,MB Owens (NZ),1992-1992,1,1,48,37,0,-,-,4.62,-,0,0,
19,M Panchal (NL),2007-2007,1,1,30,10,0,-,-,2.0,-,0,0,
20,GK Pandey (INDIA),1999-1999,2,2,78,60,0,-,-,4.61,-,0,0,
21,Pankaj Singh (INDIA),2010-2010,1,1,42,45,0,-,-,6.42,-,0,0,
22,NT Pascal (WI),2009-2009,1,1,24,29,0,-,-,7.25,-,0,0,
23,SP Pasqual (SL),1979-1979,2,1,28,20,0,-,-,4.28,-,0,0,
24,JM Patel (CAN),1979-1979,3,2,91,47,0,-,-,3.09,-,0,0,
25,KA Patel (KENYA),2006-2006,2,2,30,34,0,-,-,6.8,-,0,0,
26,RGM Patel (INDIA),1988-1988,1,1,60,58,0,-,-,5.8,-,0,0,
27,AK Perera (SL),2013-2019,6,3,36,33,0,-,-,5.5,-,0,0,
28,KG Perera (SL),1986-1986,1,1,12,15,0,-,-,7.5,-,0,0,
29,AN Petersen (SA),2006-2013,21,1,6,7,0,-,-,7.0,-,0,0,
30,K Pierre (WI),2019-2019,2,2,96,108,0,-,-,6.75,-,0,0,
31,ADJ Pitcher (BMUDA),2007-2007,3,3,79,80,0,-,-,6.07,-,0,0,
32,OL Pitcher (BMUDA),2007-2007,5,1,15,25,0,-,-,10.0,-,0,0,
33,PI Pocock (ENG),1985-1985,1,1,60,20,0,-,-,2.0,-,0,0,
34,AG Prince (Afr/SA),2002-2007,52,1,12,3,0,-,-,1.5,-,0,0,
35,DJ Pringle (EAf),1975-1975,2,2,90,55,0,-,-,3.66,-,0,0,
36,Y Punja (UAE),2015-2015,1,1,36,49,0,-,-,8.16,-,0,0,
37,M Pushpakumara (SL),2009-2010,3,1,30,21,0,-,-,4.2,-,0,0,
38,Raees Ahmadzai (AFG),2009-2010,5,1,24,16,0,-,-,4.0,-,0,0,
39,LN Rajbanshi (NEPAL),2019-2019,3,1,42,33,0,-,-,4.71,-,0,0,
40,LS Rajput (INDIA),1985-1987,4,2,42,42,0,-,-,6.0,-,0,0,
41,Rameez Shahzad (UAE),2016-2018,15,1,12,16,0,-,-,8.0,-,0,0,
42,Rameez Raja (PAK),1985-1997,198,1,6,10,0,-,-,10.0,-,0,0,
43,Raqibul Hasan (BDESH),1986-1986,2,1,1,4,0,-,-,24.0,-,0,0,
44,Rashid Zia (USA),2004-2004,2,2,59,69,0,-,-,7.01,-,0,0,
45,D Ravu (PNG),2017-2019,8,7,246,230,0,-,-,5.6,-,0,0,
46,JN Rhodes (SA),1992-2003,245,2,14,4,0,-,-,1.71,-,0,0,
47,EB Ringera (KENYA),2011-2011,1,1,60,28,0,-,-,2.8,-,0,0,
48,CP Rizwan (UAE),2019-2019,7,1,4,10,0,-,-,15.0,-,0,0,
49,Rizwan Ahmed (PAK),2008-2008,1,1,24,26,0,-,-,6.5,-,0,0,
0,SJ Roberts (NZ),1990-1990,2,2,42,47,0,-,-,6.71,-,0,0,
1,JA Rudolph (Afr/SA),2003-2006,45,1,24,26,0,-,-,6.5,-,0,0,
2,Saad Nasim (PAK),2015-2015,3,2,36,46,0,-,-,7.66,-,0,0,
3,Saeed-al-Saffar (UAE),1996-1996,1,1,18,25,0,-,-,8.33,-,0,0,
4,Saleem Elahi (PAK),1995-2004,48,1,6,10,0,-,-,10.0,-,0,0,
5,Salman Butt (PAK),2004-2010,78,6,69,90,0,-,-,7.82,-,0,0,
6,Salman Farooq (UAE),2014-2014,1,1,36,23,0,-,-,3.83,-,0,0,
7,MAR Samarasekera (SL),1983-1994,39,11,338,291,0,-,-,5.16,-,0,0,
8,Samiullah Khan (PAK),2008-2008,2,2,120,115,0,-,-,5.75,-,0,0,
9,Samiur Rahman (BDESH),1986-1986,2,2,60,30,0,-,-,3.0,-,0,0,
10,Sami Faridi (CAN),2008-2008,3,3,60,63,0,-,-,6.3,-,0,0,
11,Sarfaraz Ahmed (PAK),2007-2019,116,1,12,15,0,-,-,7.5,-,0,0,
12,GR Sealy (CAN),1979-1979,3,1,36,21,0,-,-,3.5,-,0,0,
13,RD Shah (KENYA),1998-2007,56,4,60,72,0,-,-,7.2,-,0,0,
14,A Shamshudeen (CAN),2007-2007,1,1,18,24,0,-,-,8.0,-,0,0,
15,Shamsur Rahman (BDESH),2013-2014,10,1,6,13,0,-,-,13.0,-,0,0,
16,Shariful Haque (BDESH),1998-1998,1,1,18,21,0,-,-,7.0,-,0,0,
17,KV Sharma (INDIA),2014-2014,2,2,114,125,0,-,-,6.57,-,0,0,
18,S Shivnarine (WI),1978-1978,1,1,18,16,0,-,-,5.33,-,0,0,
19,DJM Short (AUS),2018-2018,4,3,42,59,0,-,-,8.42,-,0,0,
20,Shuvagata Hom (BDESH),2011-2011,4,1,12,9,0,-,-,4.5,-,0,0,
21,NS Sidhu (INDIA),1987-1998,136,2,4,3,0,-,-,4.5,-,0,0,
22,EHSN Silva (UAE),2008-2008,1,1,42,33,0,-,-,4.71,-,0,0,
23,KJ Silva (SL),1995-1995,1,1,48,55,0,-,-,6.87,-,0,0,
24,RW Sims (ZIM),2002-2003,3,3,132,127,0,-,-,5.77,-,0,0,
25,VRV Singh (INDIA),2006-2006,2,2,72,105,0,-,-,8.75,-,0,0,
26,Skhawat Ali (HKG),2008-2014,4,1,48,68,0,-,-,8.5,-,0,0,
27,MJ Slater (AUS),1993-1997,42,2,12,11,0,-,-,5.5,-,0,0,
28,DS Smith (WI),2003-2013,47,2,17,17,0,-,-,6.0,-,0,0,
29,M Smith (BMUDA),2008-2008,1,1,12,14,0,-,-,7.0,-,0,0,
30,SB Smith (AUS),1983-1985,28,2,7,5,0,-,-,4.28,-,0,0,
31,Sohail Fazal (PAK),1989-1989,2,1,6,4,0,-,-,4.0,-,0,0,
32,CM Spearman (NZ),1995-2001,51,1,3,6,0,-,-,12.0,-,0,0,
33,IM Stanger (SCOT),1999-2006,5,2,54,56,0,-,-,6.22,-,0,0,
34,MP Stead (CAN),1979-1979,2,2,29,24,0,-,-,4.96,-,0,0,
35,DS Steele (ENG),1976-1976,1,1,6,9,0,-,-,9.0,-,0,0,
36,AJ Strauss (ENG),2003-2011,127,1,6,3,0,-,-,3.0,-,0,0,
37,Sultan Ahmed (UAE),2019-2019,2,2,72,58,0,-,-,4.83,-,0,0,
38,Tamim Iqbal (BDESH),2007-2019,204,2,6,13,0,-,-,13.0,-,0,0,
39,Tanbir Hayder (BDESH),2016-2016,2,2,60,67,0,-,-,6.7,-,0,0,
40,CJ Tavare (ENG),1980-1984,29,1,12,3,0,-,-,1.5,-,0,0,
41,JP Taylor (ENG),1993-1993,1,1,18,20,0,-,-,6.66,-,0,0,
42,LB Taylor (ENG),1986-1986,2,2,84,47,0,-,-,3.35,-,0,0,
43,LRPL Taylor (NZ),2006-2019,228,4,42,35,0,-,-,5.0,-,0,0,
44,EP Thompson (NZ),2009-2009,1,1,24,42,0,-,-,10.5,-,0,0,
45,LO Tikolo (KENYA),1996-1996,3,3,48,55,0,-,-,6.87,-,0,0,
46,GS Trimble (AUS),1986-1986,2,1,24,32,0,-,-,8.0,-,0,0,
47,GM Turner (NZ),1973-1983,41,1,6,0,0,-,-,0.0,-,0,0,
48,Umar Amin (PAK),2010-2018,16,3,42,24,0,-,-,3.42,-,0,0,
49,TP Ura (PNG),2014-2019,26,1,6,12,0,-,-,12.0,-,0,0,
0,Usman Mushtaq (UAE),2015-2015,1,1,12,9,0,-,-,4.50,-,0,0,
1,RV Uthappa (INDIA),2006-2015,46,1,2,0,0,-,-,0.00,-,0,0,
2,CJPG van Zyl (SA),1992-1992,2,2,108,93,0,-,-,5.16,-,0,0,
3,JCB Vaughan (CAN),1979-1979,3,2,66,36,0,-,-,3.27,-,0,0,
4,DB Vengsarkar (INDIA),1976-1991,129,1,6,4,0,-,-,4.00,-,0,0,
5,KDK Vithanage (SL),2013-2014,6,2,12,17,0,-,-,8.50,-,0,0,
6,Wahidul Gani (BDESH),1988-1988,1,1,36,32,0,-,-,5.33,-,0,0,
7,Waqas Barkat (HKG),2014-2018,10,4,90,75,0,-,-,5.00,-,0,0,
8,DA Warner (AUS),2009-2019,116,1,6,8,0,-,-,8.00,-,0,0,
9,SR Waters (KENYA),2008-2011,20,1,18,14,0,-,-,4.66,-,0,0,
10,M Watkinson (ENG),1996-1996,1,1,54,43,0,-,-,4.77,-,0,0,
11,AP Weerakkody (SL),1994-1994,1,1,36,41,0,-,-,6.83,-,0,0,
12,SR Welsh (CAN),2006-2008,3,3,120,147,0,-,-,7.35,-,0,0,
13,JM Wiener (AUS),1979-1980,7,2,24,34,0,-,-,8.50,-,0,0,
14,CB Wishart (ZIM),1996-2005,90,1,12,12,0,-,-,6.00,-,0,0,
15,WA Wisneski (NZ),2000-2000,3,3,114,123,0,-,-,6.47,-,0,0,
16,GH Worker (NZ),2015-2018,10,1,6,5,0,-,-,5.00,-,0,0,
17,JG Wright (NZ),1978-1992,149,3,24,8,0,-,-,2.00,-,0,0,
18,Yasir Hameed (PAK),2003-2007,56,3,18,26,0,-,-,8.66,-,0,0,
19,Zakir Hasan (BDESH),1997-1997,1,1,12,17,0,-,-,8.50,-,0,0,
20,Zakir Hossain (BDESH),1998-1998,1,1,24,18,0,-,-,4.50,-,0,0,
21,Zakiullah Zaki (AFG),2012-2012,1,1,24,27,0,-,-,6.75,-,0,0,
22,C Zhuwao (ZIM),2008-2018,9,2,19,21,0,-,-,6.63,-,0,0,
23,Aaron Jones (USA),2019-2019,9,-,-,-,-,-,-,-,-,-,-,
24,Abdul Jabbar (CAN),2007-2007,2,-,-,-,-,-,-,-,-,-,-,
25,Abdul Rehman (UAE),2004-2004,1,-,-,-,-,-,-,-,-,-,-,
26,Abdul Shakoor (UAE),2015-2018,3,-,-,-,-,-,-,-,-,-,-,
27,Abid Ali (PAK),2019-2019,4,-,-,-,-,-,-,-,-,-,-,
28,CJ Adams (ENG),1998-2000,5,-,-,-,-,-,-,-,-,-,-,
29,Adnan Akmal (PAK),2011-2012,5,-,-,-,-,-,-,-,-,-,-,
30,Adnan Mufti (UAE),2017-2018,18,-,-,-,-,-,-,-,-,-,-,
31,Afsar Zazai (AFG),2014-2017,17,-,-,-,-,-,-,-,-,-,-,
32,Aijaz Ali (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
33,Akhtar Sarfraz (PAK),1997-1998,4,-,-,-,-,-,-,-,-,-,-,
34,Akshay Homraj (USA),2019-2019,4,-,-,-,-,-,-,-,-,-,-,
35,Alawi Shukri (UAE),2008-2008,1,-,-,-,-,-,-,-,-,-,-,
36,RP Alexander (USA),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
37,MJD Allingham (SCOT),1999-1999,3,-,-,-,-,-,-,-,-,-,-,
38,Al Sahariar (BDESH),1999-2003,29,-,-,-,-,-,-,-,-,-,-,
39,S Amarnath (INDIA),1978-1978,3,-,-,-,-,-,-,-,-,-,-,
40,SW Ambris (WI),2017-2019,9,-,-,-,-,-,-,-,-,-,-,
41,TR Ambrose (ENG),2008-2008,5,-,-,-,-,-,-,-,-,-,-,
42,DL Amiss (ENG),1972-1977,18,-,-,-,-,-,-,-,-,-,-,
43,Amjad Ali (UAE),2008-2015,17,-,-,-,-,-,-,-,-,-,-,
44,HM Amla (SA),2008-2019,181,-,-,-,-,-,-,-,-,-,-,
45,Anamul Haque (BDESH),2012-2019,38,-,-,-,-,-,-,-,-,-,-,
46,RW Anderson (NZ),1976-1978,2,-,-,-,-,-,-,-,-,-,-,
47,Anil Dalpat (PAK),1984-1986,15,-,-,-,-,-,-,-,-,-,-,
48,Ankur Vasishta (HKG),2014-2014,4,-,-,-,-,-,-,-,-,-,-,
49,ZS Ansari (ENG),2015-2015,1,-,-,-,-,-,-,-,-,-,-,
0,Anwar Hossain (BDESH),2002-2002,1,-,-,-,-,-,-,-,-,-,-,
1,V Aravind (UAE),2019-2019,3,-,-,-,-,-,-,-,-,-,-,
2,KJ Arnott (ZIM),1987-1993,13,-,-,-,-,-,-,-,-,-,-,
3,Arshad Pervez (PAK),1978-1978,2,-,-,-,-,-,-,-,-,-,-,
4,J Arun Lal (INDIA),1982-1989,13,-,-,-,-,-,-,-,-,-,-,
5,Asghar Ali (UAE),2004-2004,2,-,-,-,-,-,-,-,-,-,-,
6,Ashraf Ali (PAK),1980-1985,16,-,-,-,-,-,-,-,-,-,-,
7,Asif Mahmood (PAK),1998-1998,2,-,-,-,-,-,-,-,-,-,-,
8,SK Atai (PNG),2019-2019,2,-,-,-,-,-,-,-,-,-,-,
9,MA Atherton (ENG),1990-1998,54,-,-,-,-,-,-,-,-,-,-,
10,Atiq-uz-Zaman (PAK),2000-2000,3,-,-,-,-,-,-,-,-,-,-,
11,JJ Atkinson (HKG),2008-2017,9,-,-,-,-,-,-,-,-,-,-,
12,Azam Khan (PAK),1996-1998,6,-,-,-,-,-,-,-,-,-,-,
13,Azmat Rana (PAK),1978-1978,2,-,-,-,-,-,-,-,-,-,-,
14,SJ Baard (NAM),2019-2019,5,-,-,-,-,-,-,-,-,-,-,
15,Babar Azam (PAK),2015-2019,74,-,-,-,-,-,-,-,-,-,-,
16,SFAF Bacchus (WI),1978-1983,29,-,-,-,-,-,-,-,-,-,-,
17,S Badrinath (INDIA),2008-2011,7,-,-,-,-,-,-,-,-,-,-,
18,A Bagai (CAN),2003-2013,62,-,-,-,-,-,-,-,-,-,-,
19,GJ Bailey (AUS),2012-2016,90,-,-,-,-,-,-,-,-,-,-,
20,MD Bailey (NZ),1998-1998,1,-,-,-,-,-,-,-,-,-,-,
21,DL Bairstow (ENG),1979-1984,21,-,-,-,-,-,-,-,-,-,-,
22,JM Bairstow (ENG),2011-2019,74,-,-,-,-,-,-,-,-,-,-,
23,S Baksh (CAN),1979-1979,1,-,-,-,-,-,-,-,-,-,-,
24,GS Ballance (ENG),2013-2015,16,-,-,-,-,-,-,-,-,-,-,
25,AB Barath (WI),2010-2012,14,-,-,-,-,-,-,-,-,-,-,
26,GD Barlow (ENG),1976-1977,6,-,-,-,-,-,-,-,-,-,-,
27,GEF Barnett (CAN),2006-2010,22,-,-,-,-,-,-,-,-,-,-,
28,KJ Barnett (ENG),1988-1988,1,-,-,-,-,-,-,-,-,-,-,
29,DM Basden (BMUDA),2007-2007,2,-,-,-,-,-,-,-,-,-,-,
30,IPP Batuwitarachchi (UAE),2008-2008,2,-,-,-,-,-,-,-,-,-,-,
31,D Bau (PNG),2016-2017,10,-,-,-,-,-,-,-,-,-,-,
