,Player,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Unnamed: 14
34,Hammad Azam (PAK),2012-2013,5,-,-,-,-,-,-,-,-,-,-,-,
35,Hamza Tariq (CAN),2013-2019,15,-,-,-,-,-,-,-,-,-,-,-,
36,PSP Handscomb (AUS),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
37,Haris Sohail (PAK),2013-2019,14,-,-,-,-,-,-,-,-,-,-,-,
38,Hashmatullah Shahidi (AFG),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
39,Hassan Rasheed (Mald),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
40,C Hauptfleisch (Caym),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
41,ML Hayden (AUS),2005-2007,9,-,-,-,-,-,-,-,-,-,-,-,
42,Hazratullah Zazai (AFG),2016-2019,13,-,-,-,-,-,-,-,-,-,-,-,
43,H Helva (TKY),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
44,DL Hemp (BMUDA),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
45,RR Hendricks (SA),2014-2019,22,-,-,-,-,-,-,-,-,-,-,-,
46,SO Hetmyer (WI),2018-2019,20,-,-,-,-,-,-,-,-,-,-,-,
47,Hilal Ahmad (CZK-R),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
48,WW Hinds (WI),2006-2010,5,-,-,-,-,-,-,-,-,-,-,-,
49,SD Hope (WI),2017-2019,13,-,-,-,-,-,-,-,-,-,-,-,
0,GJ Hopkins (NZ),2007-2010,10,-,-,-,-,-,-,-,-,-,-,-,
1,JM How (NZ),2007-2008,5,-,-,-,-,-,-,-,-,-,-,-,
2,PJ Hughes (AUS),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,
3,DP Hyatt (WI),2011-2012,5,-,-,-,-,-,-,-,-,-,-,-,
4,Ibrahim Zadran (AFG),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
5,Imam-ul-Haq (PAK),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
6,Imran Ali Butt (BAH),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
7,Imran Farhat (PAK),2010-2011,7,-,-,-,-,-,-,-,-,-,-,-,
8,Imran Haider (ROM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
9,Imran Ismail (Moz),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
10,Imran Nazir (PAK),2007-2012,25,-,-,-,-,-,-,-,-,-,-,-,
11,Imrul Kayes (BDESH),2010-2017,14,-,-,-,-,-,-,-,-,-,-,-,
12,CA Ingram (SA),2010-2012,9,-,-,-,-,-,-,-,-,-,-,-,
13,PJ Ingram (NZ),2010-2010,3,-,-,-,-,-,-,-,-,-,-,-,
14,Inzamam-ul-Haq (PAK),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
15,H Ivanov (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
16,SS Iyer (INDIA),2017-2019,14,-,-,-,-,-,-,-,-,-,-,-,
17,KM Jadhav (INDIA),2015-2017,9,-,-,-,-,-,-,-,-,-,-,-,
18,Jahurul Islam (BDESH),2010-2013,3,-,-,-,-,-,-,-,-,-,-,-,
19,S Jamil (Belg),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
20,Javed Ahmadi (AFG),2012-2017,3,-,-,-,-,-,-,-,-,-,-,-,
21,CU Jayasinghe (SL),2009-2010,5,-,-,-,-,-,-,-,-,-,-,-,
22,JW Jenner (JER),2019-2019,17,-,-,-,-,-,-,-,-,-,-,-,
23,JS Jesani (KENYA),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
24,K Jethi (CAN),2008-2008,5,-,-,-,-,-,-,-,-,-,-,-,
25,GO Jones (ENG),2005-2006,2,-,-,-,-,-,-,-,-,-,-,-,
26,C Jonker (SA),2018-2018,2,-,-,-,-,-,-,-,-,-,-,-,
27,S Jora (NEPAL),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
28,HJ Jordaan (THAI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
29,GJ Joseph (Blz),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
30,K Joshi (Aut),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
31,EC Joyce (ENG/IRE),2006-2014,18,-,-,-,-,-,-,-,-,-,-,-,
32,Junaid Siddique (BDESH),2007-2012,7,-,-,-,-,-,-,-,-,-,-,-,
33,S Jyoti (CAN),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
34,G Kaltongga (VAN),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
35,Kamran Akmal (PAK),2006-2017,58,-,-,-,-,-,-,-,-,-,-,-,
36,SHT Kandamby (SL),2008-2011,5,-,-,-,-,-,-,-,-,-,-,-,
37,CK Kapugedera (SL),2006-2017,43,-,-,-,-,-,-,-,-,-,-,-,
38,IA Karim (KENYA),2013-2019,16,-,-,-,-,-,-,-,-,-,-,-,
39,KD Karthik (ICC/INDIA),2006-2019,32,-,-,-,-,-,-,-,-,-,-,-,
40,SM Katich (AUS),2005-2006,3,-,-,-,-,-,-,-,-,-,-,-,
41,I Katzarski (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
42,HB Kayondo (UGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
43,AN Kervezee (NL),2009-2012,10,-,-,-,-,-,-,-,-,-,-,-,
44,S Keshvani (CAN),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
45,RWT Key (ENG),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
46,SP Khakurel (NEPAL),2014-2015,8,-,-,-,-,-,-,-,-,-,-,-,
47,Khalid Latif (PAK),2008-2016,13,-,-,-,-,-,-,-,-,-,-,-,
48,UT Khawaja (AUS),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-,
49,Khizer Ahmed (NOR),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
0,N Khosla (MALTA),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
1,Khurram Manzoor (PAK),2016-2016,3,-,-,-,-,-,-,-,-,-,-,-,
2,Khurram Nawaz (OMAN),2017-2019,18,-,-,-,-,-,-,-,-,-,-,-,
3,Khushdil Shah (PAK),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
4,C Kieswetter (ENG),2010-2012,25,-,-,-,-,-,-,-,-,-,-,-,
5,TCR Kimber (GUE),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
6,BA King (WI),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
7,NR Kirton (CAN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
8,H Klaasen (SA),2018-2019,9,-,-,-,-,-,-,-,-,-,-,-,
9,M Klinger (AUS),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
10,EB Knowles (CZK-R),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
11,MF Koc (TKY),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
12,JP Kotze (NAM),2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
13,HG Kuhn (SA),2009-2017,7,-,-,-,-,-,-,-,-,-,-,-,
14,HGJM Kulatunga (SL),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
15,Kuldeep Singh (PHI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
16,T Langa (VAN),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
17,TWM Latham (NZ),2012-2017,13,-,-,-,-,-,-,-,-,-,-,-,
18,RE Levi (SA),2012-2012,13,-,-,-,-,-,-,-,-,-,-,-,
19,E Lewis (WI),2016-2019,29,-,-,-,-,-,-,-,-,-,-,-,
20,Liton Das (BDESH),2015-2019,25,-,-,-,-,-,-,-,-,-,-,-,
21,LS Livingstone (ENG),2017-2017,2,-,-,-,-,-,-,-,-,-,-,-,
22,K Loday (BHU),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
23,L Louwrens (NAM),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
24,MJ Lumb (ENG),2010-2014,27,-,-,-,-,-,-,-,-,-,-,-,
25,CA Lynn (AUS),2014-2018,18,-,-,-,-,-,-,-,-,-,-,-,
26,NFI McCallum (SCOT),2007-2010,11,-,-,-,-,-,-,-,-,-,-,-,
27,BB McCullum (NZ),2005-2015,71,-,-,-,-,-,-,-,-,-,-,-,
28,BR McDermott (AUS),2018-2019,12,-,-,-,-,-,-,-,-,-,-,-,
29,PD McGlashan (NZ),2006-2010,11,-,-,-,-,-,-,-,-,-,-,-,
30,ND McKenzie (SA),2006-2009,2,-,-,-,-,-,-,-,-,-,-,-,
31,CD McMillan (NZ),2005-2007,8,-,-,-,-,-,-,-,-,-,-,-,
32,NJ Maddinson (AUS),2013-2018,6,-,-,-,-,-,-,-,-,-,-,-,
33,RP Magar (NEPAL),2014-2015,6,-,-,-,-,-,-,-,-,-,-,-,
34,JN Malan (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
35,JS Malhotra (USA),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
36,G Malla (NEPAL),2014-2019,24,-,-,-,-,-,-,-,-,-,-,-,
37,Mamoon Latif (Belg),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
38,G Manan (ROM),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
39,AK Mandal (NEPAL),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-,
40,Mandeep Singh (INDIA),2016-2016,3,-,-,-,-,-,-,-,-,-,-,-,
41,A Manousis (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
42,Manpreet Singh (ITA),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
43,Manpreet Singh (SGP),2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
44,AK Markram (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
45,SE Marsh (AUS),2008-2016,15,-,-,-,-,-,-,-,-,-,-,-,
46,HJH Marshall (NZ),2005-2006,3,-,-,-,-,-,-,-,-,-,-,-,
47,JAH Marshall (NZ),2005-2008,3,-,-,-,-,-,-,-,-,-,-,-,
48,XM Marshall (USA/WI),2008-2019,13,-,-,-,-,-,-,-,-,-,-,-,
49,DR Martyn (AUS),2005-2006,4,-,-,-,-,-,-,-,-,-,-,-,
0,I Master (Botsw),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
1,V Mbazo (Botsw),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
2,RD McCann (IRE),2012-2012,3,-,-,-,-,-,-,-,-,-,-,-,
3,SS McKechnie (HKG),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
4,GP Meade (ITA),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
5,M Meade (Chile),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
6,J Mees (LUX),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
7,AS Mehmi (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
8,BKG Mendis (SL),2016-2019,24,-,-,-,-,-,-,-,-,-,-,-,
9,JH Mensah (Ghana),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
10,Mian Mehmood (PORT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
11,Michael Nazir (MALTA),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
12,DA Miller (SA/World),2010-2019,72,-,-,-,-,-,-,-,-,-,-,-,
13,Mirza Ahsan (Aut),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
14,Misbah-ul-Haq (PAK),2007-2012,39,-,-,-,-,-,-,-,-,-,-,-,
15,Mohamed Azzam (Mald),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
16,Mohamed Rishwan (Mald),2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
17,Mohammad Amin (KUW),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
18,Mohammad Iqbal (CAN),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
19,Mohammad Mithun (BDESH),2014-2019,14,-,-,-,-,-,-,-,-,-,-,-,
20,Mohammad Naim (BDESH),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
21,Mohammad Qazi (CAN),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
22,Mohammed Rizlan (QAT),2019-2019,15,-,-,-,-,-,-,-,-,-,-,-,
23,Mohammad Rizwan (PAK),2015-2019,16,-,-,-,-,-,-,-,-,-,-,-,
24,Mohammad Salman (PAK),2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,
25,Mohammad Shahzad (AFG),2010-2018,65,-,-,-,-,-,-,-,-,-,-,-,
26,Mohammad Yousuf (PAK),2006-2010,3,-,-,-,-,-,-,-,-,-,-,-,
27,Mohammed Nurji (MWI),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
28,AK Mohan (Fin),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
29,GMC Mol (NL),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
30,D Mongia (INDIA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
31,PJ Moor (ZIM),2016-2019,21,-,-,-,-,-,-,-,-,-,-,-,
32,VV Morea (PNG),2015-2017,5,-,-,-,-,-,-,-,-,-,-,-,
33,EJG Morgan (ENG),2009-2019,86,-,-,-,-,-,-,-,-,-,-,-,
34,RS Morton (WI),2006-2010,7,-,-,-,-,-,-,-,-,-,-,-,
35,M Mosehle (SA),2017-2017,7,-,-,-,-,-,-,-,-,-,-,-,
36,K Motlhanka (Botsw),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
37,Muaviath Ganee (Mald),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
38,Mudassar Muhammad (GER),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
39,Muhammad Amir (MAL),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
40,Muhammad Awais (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
41,Muhammad Hamayun (Saudi),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
42,Muhammad Kaleem (UAE),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-,
43,Muhammad Khurram (MWI),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
44,Muhammad Usman (UAE),2016-2019,34,-,-,-,-,-,-,-,-,-,-,-,
45,Mukhtar Ahmed (PAK),2015-2015,6,-,-,-,-,-,-,-,-,-,-,-,
46,Mukhtiar Singh (ESP),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
47,AA Mulla (CAN),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,
48,Munir Dar (HKG),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-,
49,C Munoz-Mills (ESP),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
0,HG Munsey (SCOT),2015-2019,38,-,-,-,-,-,-,-,-,-,-,-,
1,G Murali (CRC),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
2,D Murphy (SCOT),2013-2013,4,-,-,-,-,-,-,-,-,-,-,-,
3,TK Musakanda (ZIM),2018-2018,6,-,-,-,-,-,-,-,-,-,-,-,
4,Mushfiqur Rahim (BDESH),2006-2019,84,-,-,-,-,-,-,-,-,-,-,-,
5,P Mustard (ENG),2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,
6,F Mutizwa (ZIM),2011-2012,3,-,-,-,-,-,-,-,-,-,-,-,
7,R Mutumbami (ZIM),2015-2019,22,-,-,-,-,-,-,-,-,-,-,-,
8,M Mwamadi (MWI),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
9,SJ Myburgh (NL),2012-2019,33,-,-,-,-,-,-,-,-,-,-,-,
10,Nadif Chowdhury (BDESH),2006-2007,3,-,-,-,-,-,-,-,-,-,-,-,
11,Najeeb Tarakai (AFG),2014-2019,12,-,-,-,-,-,-,-,-,-,-,-,
12,Najibullah Zadran (AFG),2012-2019,57,-,-,-,-,-,-,-,-,-,-,-,
13,Naseem Khushi (OMAN),2017-2019,10,-,-,-,-,-,-,-,-,-,-,-,
14,Nasir Jamshed (PAK),2012-2013,18,-,-,-,-,-,-,-,-,-,-,-,
15,Nauman Anwar (PAK),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,
16,Nawazish Jezuli (Saudi),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
17,Nazimuddin (BDESH),2007-2008,7,-,-,-,-,-,-,-,-,-,-,-,
18,Najmul Hossain Shanto (BDESH),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
19,Nazmus Sadat (BDESH),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
20,Nazwan Ismail (Mald),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
21,PM Nevill (AUS),2016-2016,9,-,-,-,-,-,-,-,-,-,-,-,
22,OE Newey (GUE),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
23,HM Nicholls (NZ),2016-2019,5,-,-,-,-,-,-,-,-,-,-,-,
24,G Nikitas (),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
25,PA Nixon (ENG),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
26,ML Nkala (ZIM),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
27,F Nkhoma (MWI),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
28,Noor Ali Zadran (AFG),2010-2017,20,-,-,-,-,-,-,-,-,-,-,-,
29,Noor Momand (Belg),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
30,MJ North (AUS),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
31,Nurul Hasan (BDESH),2016-2017,9,-,-,-,-,-,-,-,-,-,-,-,
32,AA Obanda (KENYA),2007-2019,30,-,-,-,-,-,-,-,-,-,-,-,
33,NJ O'Brien (IRE),2008-2016,30,-,-,-,-,-,-,-,-,-,-,-,
34,DO Obuya (KENYA),2007-2012,10,-,-,-,-,-,-,-,-,-,-,-,
35,NV Ojha (INDIA),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
36,AA Onikoyi (NGA),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
37,CN Onwuzulike (NGA),2019-2019,9,-,-,-,-,-,-,-,-,-,-,-,
38,KO Otieno (KENYA),2008-2008,4,-,-,-,-,-,-,-,-,-,-,-,
39,A Otwani (UGA),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
40,MA Ouma (KENYA),2007-2013,22,-,-,-,-,-,-,-,-,-,-,-,
41,SD Outerbridge (BMUDA),2008-2008,3,-,-,-,-,-,-,-,-,-,-,-,
42,Ovais Yousof (NGA),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
43,VS Padhaal (Fin),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
44,TD Paine (AUS/World),2009-2017,12,-,-,-,-,-,-,-,-,-,-,-,
45,K Pala (PNG),2015-2015,2,-,-,-,-,-,-,-,-,-,-,-,
46,I Pandey (NEPAL),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
47,MK Pandey (INDIA),2015-2019,32,-,-,-,-,-,-,-,-,-,-,-,
48,RR Pant (INDIA),2017-2019,26,-,-,-,-,-,-,-,-,-,-,-,
49,AE Paraam (SGP),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
0,BA Parchment (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
1,M Patel (PNM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
2,M Patel (Chile),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
3,MD Patel (USA),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
4,PA Patel (INDIA),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,
5,RN Patel (KENYA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
6,SP Patil (UAE),2014-2016,18,-,-,-,-,-,-,-,-,-,-,-,
7,RK Paudel (NEPAL),2019-2019,11,-,-,-,-,-,-,-,-,-,-,-,
8,BBJL Perera (ITA),2019-2019,8,-,-,-,-,-,-,-,-,-,-,-,
9,MDKJ Perera (SL),2013-2019,42,-,-,-,-,-,-,-,-,-,-,-,
10,SL Perera (Ghana),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
11,WKD Perkins (WI),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
12,AN Petersen (SA),2010-2010,2,-,-,-,-,-,-,-,-,-,-,-,
13,T Phaswana (Botsw),2019-2019,1,-,-,-,-,-,-,-,-,-,-,-,
14,GD Phillips (NZ),2017-2018,11,-,-,-,-,-,-,-,-,-,-,-,
15,R Pillai (GER),2019-2019,6,-,-,-,-,-,-,-,-,-,-,-,
16,LA Pomersbach (AUS),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
17,RT Ponting (AUS),2005-2009,17,-,-,-,-,-,-,-,-,-,-,-,
18,NS Poonia (SCOT),2007-2010,8,-,-,-,-,-,-,-,-,-,-,-,
19,N Pooran (WI),2016-2019,16,-,-,-,-,-,-,-,-,-,-,-,
20,WTS Porterfield (IRE),2008-2018,61,-,-,-,-,-,-,-,-,-,-,-,
21,VRCF Poubel (),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
22,A Poulose (OMAN),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
23,KOA Powell (WI),2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,
24,AD Poynter (IRE),2012-2016,19,-,-,-,-,-,-,-,-,-,-,-,
25,SW Poynter (IRE),2015-2019,25,-,-,-,-,-,-,-,-,-,-,-,
26,H Pragji (Botsw),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
27,AG Prince (SA),2005-2005,1,-,-,-,-,-,-,-,-,-,-,-,
28,MJ Prior (ENG),2007-2010,10,-,-,-,-,-,-,-,-,-,-,-,
29,SMA Priyanjan (SL),2017-2017,3,-,-,-,-,-,-,-,-,-,-,-,
30,Qalandar Khan (QAT),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
31,S Qeshile (SA),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
32,Raees Ahmadzai (AFG),2010-2010,8,-,-,-,-,-,-,-,-,-,-,-,
33,Rafatullah Mohmand (PAK),2015-2015,3,-,-,-,-,-,-,-,-,-,-,-,
34,AM Rahane (INDIA),2011-2016,20,-,-,-,-,-,-,-,-,-,-,-,
35,Rahmanullah Gurbaz (AFG),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
36,Rahman Ademi (Serb),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
37,KL Rahul (INDIA),2016-2019,34,-,-,-,-,-,-,-,-,-,-,-,
38,PBB Rajapaksa (SL),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
39,D Ramdin (WI),2006-2019,71,-,-,-,-,-,-,-,-,-,-,-,
40,Rameez Raja (2) (PAK),2011-2011,2,-,-,-,-,-,-,-,-,-,-,-,
41,Rameez Shahzad (UAE),2016-2019,22,-,-,-,-,-,-,-,-,-,-,-,
42,Aminuddin Ramly (MAL),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
43,DA Rankin (IRE),2015-2016,2,-,-,-,-,-,-,-,-,-,-,-,
44,Raqibul Hasan (BDESH),2008-2010,5,-,-,-,-,-,-,-,-,-,-,-,
45,Ravinderpal Singh (CAN),2019-2019,12,-,-,-,-,-,-,-,-,-,-,-,
46,AT Rayudu (INDIA),2014-2016,6,-,-,-,-,-,-,-,-,-,-,-,
47,Razmal Shigiwal (Aut),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
48,CMW Read (ENG),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
49,NJ Reardon (AUS),2014-2014,2,-,-,-,-,-,-,-,-,-,-,-,
0,DJ Reekers (NL),2008-2009,6,-,-,-,-,-,-,-,-,-,-,-,
1,Rehman Abdul (ITA),2019-2019,7,-,-,-,-,-,-,-,-,-,-,-,
2,FL Reifer (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
3,ACL Richards (WI),2007-2007,1,-,-,-,-,-,-,-,-,-,-,-,
4,DM Richards (WI),2009-2009,1,-,-,-,-,-,-,-,-,-,-,-,
5,MJ Richardson (GER),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
6,CP Rizwan (UAE),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
7,Rizwan Mahmood (DEN),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
8,BJ Rohrer (AUS),2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,
9,L Ronchi (AUS/ICC/NZ),2008-2018,33,-,-,-,-,-,-,-,-,-,-,-,
10,Rony Talukdar (BDESH),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,
11,RR Rossouw (SA),2014-2016,15,-,-,-,-,-,-,-,-,-,-,-,
12,JJ Roy (ENG),2014-2018,32,-,-,-,-,-,-,-,-,-,-,-,
13,JA Rudolph (SA),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
14,RJMGM Rupasinghe (SL),2009-2009,2,-,-,-,-,-,-,-,-,-,-,-,
15,HD Rutherford (NZ),2013-2019,8,-,-,-,-,-,-,-,-,-,-,-,
16,VM Sachdev (PNM),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
17,AK Sah (NEPAL),2018-2018,1,-,-,-,-,-,-,-,-,-,-,-,
18,Sahibzada Farhan (PAK),2018-2018,3,-,-,-,-,-,-,-,-,-,-,-,
19,Sajid Cheema (Saudi),2019-2019,5,-,-,-,-,-,-,-,-,-,-,-,
20,J Salazar (Peru),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
21,Salman Butt (PAK),2007-2010,24,-,-,-,-,-,-,-,-,-,-,-,
22,S Samarawickrama (SL),2017-2019,7,-,-,-,-,-,-,-,-,-,-,-,
23,BA Sambo (Moz),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
24,SV Samson (INDIA),2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,
25,R Sandaruwan (KUW),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
26,KC Sangakkara (SL),2006-2014,56,-,-,-,-,-,-,-,-,-,-,-,
27,Saqlain Haider (UAE),2016-2016,6,-,-,-,-,-,-,-,-,-,-,-,
28,Sarfaraz Ahmed (PAK),2010-2019,58,-,-,-,-,-,-,-,-,-,-,-,
29,A Sarma (GER),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
30,JOP Scamans (Fin),2019-2019,2,-,-,-,-,-,-,-,-,-,-,-,
31,JD Schoonheim (NL),2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,
32,TL Seifert (NZ),2018-2019,19,-,-,-,-,-,-,-,-,-,-,-,
33,Shabir Noori (AFG),2012-2012,1,-,-,-,-,-,-,-,-,-,-,-,
34,Shafiqullah (AFG),2010-2019,46,-,-,-,-,-,-,-,-,-,-,-,
35,Shafiq Sharif (MAL),2019-2019,10,-,-,-,-,-,-,-,-,-,-,-,
36,Shafraz Jaleel (Mald),2019-2019,4,-,-,-,-,-,-,-,-,-,-,-,
37,OA Shah (ENG),2007-2009,17,-,-,-,-,-,-,-,-,-,-,-,
38,Shahbaz Badar (BAH),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
39,Shaheryar Butt (Belg),2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,
40,Shahid Wasif (HKG),2016-2019,9,-,-,-,-,-,-,-,-,-,-,-,
41,Shahriar Nafees (BDESH),2006-2006,1,-,-,-,-,-,-,-,-,-,-,-,
